insert into PURCHASEEVENT values(1, 30, 158, (TO_DATE('01/03/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(16651, 8, 4, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.06); 
insert into PURCHASEEVENT values(16652, 6, 61, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.16); 
insert into PURCHASEEVENT values(16653, 13, 22, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(16654, 15, 73, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.17); 
insert into PURCHASEEVENT values(16655, 50, 304, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.31); 
insert into PURCHASEEVENT values(16656, 30, 101, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.55); 
insert into PURCHASEEVENT values(16657, 54, 319, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(16658, 56, 342, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(16659, 33, 180, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.54); 
insert into PURCHASEEVENT values(16660, 11, 15, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.11); 
insert into PURCHASEEVENT values(16661, 55, 329, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.57); 
insert into PURCHASEEVENT values(16662, 55, 351, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 1.87); 
insert into PURCHASEEVENT values(16663, 42, 223, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(16664, 31, 139, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.81); 
insert into PURCHASEEVENT values(16665, 56, 359, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.43); 
insert into PURCHASEEVENT values(16666, 22, 129, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.54); 
insert into PURCHASEEVENT values(16667, 14, 35, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.62); 
insert into PURCHASEEVENT values(16668, 41, 202, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.16); 
insert into PURCHASEEVENT values(16669, 35, 152, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.37); 
insert into PURCHASEEVENT values(16670, 30, 107, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.6); 
insert into PURCHASEEVENT values(16671, 9, 3, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.87); 
insert into PURCHASEEVENT values(16672, 35, 177, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.81); 
insert into PURCHASEEVENT values(16673, 28, 149, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.06); 
insert into PURCHASEEVENT values(16674, 44, 182, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(16675, 45, 220, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.12); 
insert into PURCHASEEVENT values(16676, 13, 12, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 5.08); 
insert into PURCHASEEVENT values(16677, 55, 343, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.5); 
insert into PURCHASEEVENT values(16678, 56, 341, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.7); 
insert into PURCHASEEVENT values(16679, 46, 269, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.74); 
insert into PURCHASEEVENT values(16680, 51, 349, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.02); 
insert into PURCHASEEVENT values(16681, 56, 299, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.14); 
insert into PURCHASEEVENT values(16682, 46, 228, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.78); 
insert into PURCHASEEVENT values(16683, 46, 232, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(16684, 41, 204, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.63); 
insert into PURCHASEEVENT values(16685, 55, 335, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.31); 
insert into PURCHASEEVENT values(16686, 41, 227, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(16687, 31, 97, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.73); 
insert into PURCHASEEVENT values(16688, 56, 293, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(16689, 13, 44, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 5.59); 
insert into PURCHASEEVENT values(16690, 4, 50, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.01); 
insert into PURCHASEEVENT values(16691, 54, 283, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.86); 
insert into PURCHASEEVENT values(16692, 12, 39, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.85); 
insert into PURCHASEEVENT values(16693, 56, 275, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.39); 
insert into PURCHASEEVENT values(16694, 51, 308, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.45); 
insert into PURCHASEEVENT values(16695, 54, 272, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(16696, 51, 313, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.01); 
insert into PURCHASEEVENT values(16697, 54, 306, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(16698, 56, 318, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.3); 
insert into PURCHASEEVENT values(16699, 16, 23, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.45); 
insert into PURCHASEEVENT values(16700, 9, 37, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.87); 
insert into PURCHASEEVENT values(16701, 45, 222, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 5.14); 
insert into PURCHASEEVENT values(16702, 50, 294, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(16703, 55, 349, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.18); 
insert into PURCHASEEVENT values(16704, 13, 87, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.29); 
insert into PURCHASEEVENT values(16705, 54, 272, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.53); 
insert into PURCHASEEVENT values(16706, 10, 22, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.17); 
insert into PURCHASEEVENT values(16707, 47, 311, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(16708, 45, 205, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.1); 
insert into PURCHASEEVENT values(16709, 15, 18, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.14); 
insert into PURCHASEEVENT values(16710, 45, 256, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 1.67); 
insert into PURCHASEEVENT values(16711, 43, 268, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.2); 
insert into PURCHASEEVENT values(16712, 46, 221, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.7); 
insert into PURCHASEEVENT values(16713, 45, 241, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.21); 
insert into PURCHASEEVENT values(16714, 54, 329, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(16715, 52, 284, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.02); 
insert into PURCHASEEVENT values(16716, 15, 59, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(16717, 55, 322, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.72); 
insert into PURCHASEEVENT values(16718, 25, 103, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.51); 
insert into PURCHASEEVENT values(16719, 42, 181, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(16720, 45, 250, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.92); 
insert into PURCHASEEVENT values(16721, 29, 94, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.89); 
insert into PURCHASEEVENT values(16722, 55, 341, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.28); 
insert into PURCHASEEVENT values(16723, 53, 346, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(16724, 8, 8, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.2); 
insert into PURCHASEEVENT values(16725, 39, 200, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(16726, 56, 308, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.41); 
insert into PURCHASEEVENT values(16727, 31, 180, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.54); 
insert into PURCHASEEVENT values(16728, 56, 300, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.35); 
insert into PURCHASEEVENT values(16729, 36, 123, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.92); 
insert into PURCHASEEVENT values(16730, 36, 153, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.57); 
insert into PURCHASEEVENT values(16731, 54, 283, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.93); 
insert into PURCHASEEVENT values(16732, 33, 113, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.93); 
insert into PURCHASEEVENT values(16733, 39, 246, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.8); 
insert into PURCHASEEVENT values(16734, 34, 148, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.54); 
insert into PURCHASEEVENT values(16735, 35, 132, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.19); 
insert into PURCHASEEVENT values(16736, 46, 258, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(16737, 10, 73, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.18); 
insert into PURCHASEEVENT values(16738, 35, 116, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.0); 
insert into PURCHASEEVENT values(16739, 13, 58, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.8); 
insert into PURCHASEEVENT values(16740, 56, 310, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.44); 
insert into PURCHASEEVENT values(16741, 13, 15, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(16742, 30, 141, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.11); 
insert into PURCHASEEVENT values(16743, 56, 318, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.94); 
insert into PURCHASEEVENT values(16744, 56, 283, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.16); 
insert into PURCHASEEVENT values(16745, 5, 20, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.07); 
insert into PURCHASEEVENT values(16746, 33, 164, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.11); 
insert into PURCHASEEVENT values(16747, 5, 32, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.51); 
insert into PURCHASEEVENT values(16748, 52, 323, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(16749, 12, 14, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.68); 
insert into PURCHASEEVENT values(16750, 2, 6, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.31); 
insert into PURCHASEEVENT values(16751, 46, 213, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.24); 
insert into PURCHASEEVENT values(16752, 30, 140, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.12); 
insert into PURCHASEEVENT values(16753, 34, 158, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.59); 
insert into PURCHASEEVENT values(16754, 46, 199, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.1); 
insert into PURCHASEEVENT values(16755, 56, 289, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.7); 
insert into PURCHASEEVENT values(16756, 53, 281, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.12); 
insert into PURCHASEEVENT values(16757, 36, 133, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.78); 
insert into PURCHASEEVENT values(16758, 55, 335, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.49); 
insert into PURCHASEEVENT values(16759, 28, 132, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 5.03); 
insert into PURCHASEEVENT values(16760, 14, 4, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.42); 
insert into PURCHASEEVENT values(16761, 33, 97, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.23); 
insert into PURCHASEEVENT values(16762, 34, 100, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.18); 
insert into PURCHASEEVENT values(16763, 36, 175, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.26); 
insert into PURCHASEEVENT values(16764, 30, 150, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.28); 
insert into PURCHASEEVENT values(16765, 46, 239, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.03); 
insert into PURCHASEEVENT values(16766, 55, 300, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.0); 
insert into PURCHASEEVENT values(16767, 28, 133, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.53); 
insert into PURCHASEEVENT values(16768, 12, 66, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(16769, 35, 136, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(16770, 29, 97, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.84); 
insert into PURCHASEEVENT values(16771, 53, 340, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.61); 
insert into PURCHASEEVENT values(16772, 29, 135, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 5.38); 
insert into PURCHASEEVENT values(16773, 13, 38, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.28); 
insert into PURCHASEEVENT values(16774, 52, 341, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.8); 
insert into PURCHASEEVENT values(16775, 54, 291, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(16776, 16, 77, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.12); 
insert into PURCHASEEVENT values(16777, 54, 277, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.56); 
insert into PURCHASEEVENT values(16778, 11, 53, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.35); 
insert into PURCHASEEVENT values(16779, 36, 156, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.49); 
insert into PURCHASEEVENT values(16780, 39, 244, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.84); 
insert into PURCHASEEVENT values(16781, 55, 332, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.63); 
insert into PURCHASEEVENT values(16782, 56, 344, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.67); 
insert into PURCHASEEVENT values(16783, 44, 232, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.35); 
insert into PURCHASEEVENT values(16784, 29, 178, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.32); 
insert into PURCHASEEVENT values(16785, 13, 20, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.06); 
insert into PURCHASEEVENT values(16786, 44, 199, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.01); 
insert into PURCHASEEVENT values(16787, 35, 159, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.1); 
insert into PURCHASEEVENT values(16788, 35, 179, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.58); 
insert into PURCHASEEVENT values(16789, 44, 261, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.08); 
insert into PURCHASEEVENT values(16790, 41, 212, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.35); 
insert into PURCHASEEVENT values(16791, 56, 279, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.35); 
insert into PURCHASEEVENT values(16792, 43, 224, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.12); 
insert into PURCHASEEVENT values(16793, 36, 93, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.15); 
insert into PURCHASEEVENT values(16794, 13, 52, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.33); 
insert into PURCHASEEVENT values(16795, 36, 122, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.35); 
insert into PURCHASEEVENT values(16796, 13, 67, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(16797, 53, 298, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.85); 
insert into PURCHASEEVENT values(16798, 46, 183, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(16799, 46, 259, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.15); 
insert into PURCHASEEVENT values(16800, 31, 111, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.22); 
insert into PURCHASEEVENT values(16801, 16, 36, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(16802, 9, 36, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.53); 
insert into PURCHASEEVENT values(16803, 13, 38, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.62); 
insert into PURCHASEEVENT values(16804, 43, 193, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.59); 
insert into PURCHASEEVENT values(16805, 55, 294, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.18); 
insert into PURCHASEEVENT values(16806, 15, 80, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.7); 
insert into PURCHASEEVENT values(16807, 15, 12, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.58); 
insert into PURCHASEEVENT values(16808, 13, 3, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(16809, 7, 76, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.58); 
insert into PURCHASEEVENT values(16810, 15, 69, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.2); 
insert into PURCHASEEVENT values(16811, 46, 183, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.53); 
insert into PURCHASEEVENT values(16812, 45, 238, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.31); 
insert into PURCHASEEVENT values(16813, 54, 316, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.52); 
insert into PURCHASEEVENT values(16814, 14, 60, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.22); 
insert into PURCHASEEVENT values(16815, 54, 296, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(16816, 33, 141, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.61); 
insert into PURCHASEEVENT values(16817, 42, 207, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(16818, 15, 38, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.31); 
insert into PURCHASEEVENT values(16819, 30, 101, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.39); 
insert into PURCHASEEVENT values(16820, 29, 174, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(16821, 13, 54, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.49); 
insert into PURCHASEEVENT values(16822, 55, 316, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.44); 
insert into PURCHASEEVENT values(16823, 28, 142, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(16824, 31, 121, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.01); 
insert into PURCHASEEVENT values(16825, 55, 303, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.19); 
insert into PURCHASEEVENT values(16826, 13, 20, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.31); 
insert into PURCHASEEVENT values(16827, 54, 317, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(16828, 15, 81, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(16829, 16, 79, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.52); 
insert into PURCHASEEVENT values(16830, 7, 12, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 5.14); 
insert into PURCHASEEVENT values(16831, 14, 68, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.02); 
insert into PURCHASEEVENT values(16832, 30, 160, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(16833, 53, 278, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.83); 
insert into PURCHASEEVENT values(16834, 7, 87, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.63); 
insert into PURCHASEEVENT values(16835, 46, 200, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.92); 
insert into PURCHASEEVENT values(16836, 14, 36, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.81); 
insert into PURCHASEEVENT values(16837, 16, 24, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.01); 
insert into PURCHASEEVENT values(16838, 55, 309, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.25); 
insert into PURCHASEEVENT values(16839, 56, 281, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(16840, 33, 174, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.94); 
insert into PURCHASEEVENT values(16841, 54, 353, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 1.86); 
insert into PURCHASEEVENT values(16842, 25, 156, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(16843, 46, 233, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.18); 
insert into PURCHASEEVENT values(16844, 51, 288, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.53); 
insert into PURCHASEEVENT values(16845, 12, 6, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.21); 
insert into PURCHASEEVENT values(16846, 36, 171, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.52); 
insert into PURCHASEEVENT values(16847, 45, 218, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.4); 
insert into PURCHASEEVENT values(16848, 55, 316, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.75); 
insert into PURCHASEEVENT values(16849, 43, 200, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.37); 
insert into PURCHASEEVENT values(16850, 13, 3, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.02); 
insert into PURCHASEEVENT values(16851, 55, 355, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.51); 
insert into PURCHASEEVENT values(16852, 31, 97, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.19); 
insert into PURCHASEEVENT values(16853, 53, 281, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.07); 
insert into PURCHASEEVENT values(16854, 51, 342, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.85); 
insert into PURCHASEEVENT values(16855, 49, 337, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.53); 
insert into PURCHASEEVENT values(16856, 3, 39, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.65); 
insert into PURCHASEEVENT values(16857, 15, 46, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.43); 
insert into PURCHASEEVENT values(16858, 39, 194, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.29); 
insert into PURCHASEEVENT values(16859, 29, 135, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 5.2); 
insert into PURCHASEEVENT values(16860, 45, 239, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(16861, 35, 133, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 5.23); 
insert into PURCHASEEVENT values(16862, 40, 213, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(16863, 10, 64, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(16864, 56, 285, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.25); 
insert into PURCHASEEVENT values(16865, 55, 326, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.54); 
insert into PURCHASEEVENT values(16866, 11, 23, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.02); 
insert into PURCHASEEVENT values(16867, 46, 233, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.3); 
insert into PURCHASEEVENT values(16868, 43, 200, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(16869, 11, 20, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.99); 
insert into PURCHASEEVENT values(16870, 55, 317, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.7); 
insert into PURCHASEEVENT values(16871, 46, 258, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.27); 
insert into PURCHASEEVENT values(16872, 33, 102, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.06); 
insert into PURCHASEEVENT values(16873, 36, 179, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.56); 
insert into PURCHASEEVENT values(16874, 46, 226, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.08); 
insert into PURCHASEEVENT values(16875, 55, 307, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.09); 
insert into PURCHASEEVENT values(16876, 43, 258, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.8); 
insert into PURCHASEEVENT values(16877, 56, 313, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.64); 
insert into PURCHASEEVENT values(16878, 37, 205, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.56); 
insert into PURCHASEEVENT values(16879, 43, 225, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.28); 
insert into PURCHASEEVENT values(16880, 45, 256, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.13); 
insert into PURCHASEEVENT values(16881, 43, 246, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.2); 
insert into PURCHASEEVENT values(16882, 44, 263, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.59); 
